timestamp,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,demand
2019-10-20 04,1571558400,99.11,101.21,NNE,2,6,,94,4.9,5.8,,,24100,1.8,,6,,,6.2,4.8,3914
2019-10-20 05,1571562000,99.08,101.19,NE,5,12,,95,4.5,5.2,,,24100,1.8,,5,,,5.8,4.8,3949
2019-10-20 06,1571565600,99.1,101.21,ENE,5,12,,95,4.7,5.5,,,19300,1.7,,5,,,5.8,5.1,4085
2019-10-20 07,1571569200,99.13,101.24,ENE,6,12,,97,5.8,6.3,,,24100,1.7,,5,,,6.4,5.3,4275
2019-10-20 08,1571572800,99.13,101.24,ENE,6,14,,98,6.3,6.6,,,1200,1.6,,8,,,6.6,6,4488
2019-10-20 09,1571576400,99.14,101.25,ENE,6,16,,99,6.9,7.1,,,2400,1.6,,7,,,7.1,6.5,4748
2019-10-20 10,1571580000,99.19,101.3,ENE,7,15,,98,7.8,8.1,,,12900,1.7,,7,,,8.2,7,4883
2019-10-20 11,1571583600,99.19,101.29,E,8,14,,90,8.2,9.6,,,19300,1.7,,7,,,9.6,8.2,4951
2019-10-20 12,1571587200,99.22,101.32,SSE,15,14,,82,9.5,12.5,,,24100,1.7,,6,,,12.5,9.6,4987
2019-10-20 13,1571590800,99.2,101.3,S,17,14,,71,9.5,14.7,,,24100,1.8,,3,,,14.7,12.4,4960
2019-10-20 14,1571594400,99.18,101.28,SE,14,15,28,68,9.7,15.5,,,24100,2,,1,,,16,14.7,4935
2019-10-20 15,1571598000,99.16,101.25,SE,14,10,,66,9.7,15.9,,,24100,2.2,,1,,,16.2,14.9,4978
2019-10-20 16,1571601600,99.21,101.31,SE,13,11,27,64,9.4,16.1,,,24100,2.4,,1,,,16.3,15.6,5077
2019-10-20 17,1571605200,99.23,101.33,SE,14,13,,68,9.5,15.4,,,24100,2.6,,1,,,16.1,15.3,5226
2019-10-20 18,1571608800,99.25,101.35,SE,14,10,,74,9.7,14.3,,,24100,2.7,,1,,,15.4,14.3,5427
2019-10-20 19,1571612400,99.31,101.41,SSE,15,20,,82,9.7,12.7,,,24100,2.8,,1,,,14.3,12.6,5548
2019-10-20 20,1571616000,99.36,101.46,SSE,15,18,,81,8.8,11.9,,,24100,2.9,,1,,,12.7,11.6,5421
2019-10-20 21,1571619600,99.39,101.49,SSE,15,9,,84,8.9,11.6,,,24100,2.9,,0,,,11.8,11.5,5193
2019-10-20 22,1571623200,99.46,101.57,E,8,17,,83,8.4,11.2,,,24100,3,,0,,,11.4,10.1,4881
2019-10-20 23,1571626800,99.52,101.63,ENE,7,11,,94,9,9.9,,,24100,3.1,,0,,,11.2,9.4,4568
2019-10-21 00,1571630400,99.53,101.63,ENE,7,17,,89,8.5,10.2,,,24100,3.2,,0,,,10.5,9.5,4313
2019-10-21 01,1571634000,99.57,101.67,ENE,6,15,,94,8.4,9.3,,,19300,3.2,,0,,,10.5,9.2,4141
2019-10-21 02,1571637600,99.58,101.68,ENE,5,15,,95,8.6,9.4,,,19300,3.2,,0,,,9.6,8.2,4037
2019-10-21 03,1571641200,99.61,101.71,ENE,7,12,,94,7.5,8.4,,,19300,3.1,,0,,,9.3,7.7,3959
2019-10-21 04,1571644800,99.65,101.75,ENE,6,13,,94,7.2,8.2,,,24100,3,,1,,,8.9,8,4013
2019-10-21 05,1571648400,99.68,101.78,ENE,7,14,,93,5.7,6.7,,,16100,2.9,,1,,,8.1,6.7,4248
2019-10-21 06,1571652000,99.67,101.77,ENE,7,11,,92,6.6,7.8,,,16100,2.8,,1,,,7.8,6.8,4784
2019-10-21 07,1571655600,99.74,101.85,ENE,6,16,,91,6.1,7.4,,,24100,2.9,,1,,,7.5,5.4,5390
2019-10-21 08,1571659200,99.75,101.86,ENE,6,18,,90,5.7,7.1,,,24100,2.9,,1,,,7.9,7,5534
2019-10-21 09,1571662800,99.81,101.92,ENE,7,16,,86,7.7,9.9,,,24100,2.9,,1,,,9.9,7.2,5586
2019-10-21 10,1571666400,99.73,101.83,E,9,17,30,83,9.7,12.6,,,24100,3,,5,,,12.6,10,5640
2019-10-21 11,1571670000,99.71,101.81,E,9,21,35,67,9.2,15.1,,,24100,2.9,,8,,,15.1,12.5,5692
2019-10-21 12,1571673600,99.62,101.72,ESE,10,30,48,66,9,15.2,,,24100,2.9,,8,,,15.8,14.8,5686
2019-10-21 13,1571677200,99.62,101.72,ESE,10,23,35,71,9.5,14.6,,,24100,2.6,,8,,,15.4,14.3,5768
2019-10-21 14,1571680800,99.56,101.66,E,8,32,44,75,9.8,14.2,,,24100,2.4,,8,,,14.7,14,5729
2019-10-21 15,1571684400,99.44,101.54,E,8,32,48,76,10.1,14.1,,,24100,2.2,,8,,,15.1,14,5706
2019-10-21 16,1571688000,99.33,101.43,E,8,33,46,78,10.2,13.8,,,24100,2.3,,7,,,14.3,13.5,5729
2019-10-21 17,1571691600,99.3,101.4,E,8,34,45,80,9.7,13,,,24100,2.4,,8,,,13.8,12.9,5818
2019-10-21 18,1571695200,99.22,101.32,E,9,32,53,78,9.2,12.9,,,24100,2.4,,7,,,13,12.8,5984
2019-10-21 19,1571698800,99.12,101.22,E,9,32,50,78,9.3,13,,,24100,2.5,,7,,,13,12.8,6012
2019-10-21 20,1571702400,99.06,101.15,E,9,33,54,75,9.6,13.9,,,24100,2.5,,7,,,13.9,13,5859
2019-10-21 21,1571706000,98.98,101.07,E,10,34,57,73,9.4,14.2,,,24100,2.5,,7,,,14.2,13.9,5579
2019-10-21 22,1571709600,98.9,100.98,E,9,35,61,74,9.8,14.4,,,24100,2.4,,6,,,14.5,14.2,5205
2019-10-21 23,1571713200,98.84,100.91,ESE,10,24,40,71,9.5,14.6,,,24100,2.3,,6,,,14.6,14.3,4803
2019-10-22 00,1571716800,98.75,100.82,E,8,25,38,71,9.4,14.4,,,24100,2.3,,6,,,14.7,14.4,4454
2019-10-22 01,1571720400,98.7,100.77,E,9,18,36,75,9.7,13.9,,,16100,2.3,,7,,,14.5,13.9,4243
2019-10-22 02,1571724000,98.76,100.84,ESE,11,7,,87,10.9,13,,,12900,2.2,,8,,,13.8,12.9,4120
2019-10-22 03,1571727600,98.76,100.84,E,10,8,,94,11.5,12.4,,,16100,2.2,,8,,,13,12.4,4072
2019-10-22 04,1571731200,98.64,100.72,ESE,11,13,,96,12.2,12.7,,,24100,2,,8,,,12.7,12.4,4109
2019-10-22 05,1571734800,98.63,100.71,SE,12,13,30,96,12.6,13.2,,,24100,2,,8,,,13.2,12.8,4307
2019-10-22 06,1571738400,98.63,100.7,SE,14,18,32,95,12.9,13.7,,,24100,2,,8,,,13.7,13.2,4818
2019-10-22 07,1571742000,98.58,100.65,SE,13,18,32,96,12.9,13.6,,,24100,2,,8,,,13.9,13.3,5433
2019-10-22 08,1571745600,98.52,100.59,SE,14,16,31,97,13.3,13.8,,,12900,2.1,,8,,,13.8,13.6,5694
2019-10-22 09,1571749200,98.6,100.67,SSE,15,30,43,97,13.7,14.2,,,9700,2.1,,8,,,14.2,13.8,5832
2019-10-22 10,1571752800,98.59,100.66,SSE,16,23,39,97,13.7,14.2,,,12900,2.1,,8,,,14.2,14.1,5967
2019-10-22 11,1571756400,98.55,100.62,SSE,16,32,46,97,13.7,14.2,,,12900,2,,8,,,14.3,14.1,6029
2019-10-22 12,1571760000,98.49,100.56,SSE,15,29,57,96,13.7,14.4,,,24100,2,,8,,,14.4,14.1,5964
2019-10-22 13,1571763600,98.43,100.5,SSE,16,28,45,89,12.8,14.6,,,24100,2,,8,,,14.7,14.4,5946
2019-10-22 14,1571767200,98.38,100.45,S,17,27,36,86,12.8,15.1,,,24100,2,,8,,,15.1,14.5,5880
2019-10-22 15,1571770800,98.37,100.44,SSE,16,32,46,79,11.7,15.3,,,24100,2,,7,,,15.8,15.2,5837
2019-10-22 16,1571774400,98.35,100.42,SSE,15,28,,70,9.5,14.9,,,24100,2.1,,7,,,15.4,14.8,5821
2019-10-22 17,1571778000,98.38,100.43,SSW,19,30,39,46,5.5,17.1,,,24100,2.2,,6,,,17.1,14.8,5835
2019-10-22 18,1571781600,98.33,100.39,SSW,19,18,36,56,6.5,15.2,,,24100,2.3,,5,,,17.3,15.2,5946
2019-10-22 19,1571785200,98.46,100.53,SSW,19,26,37,57,6.6,14.9,,,24100,2.3,,6,,,15.2,14,5954
2019-10-22 20,1571788800,98.52,100.59,SSW,20,21,33,54,3.7,12.6,,,24100,2.3,,3,,,14.8,12.6,5779
2019-10-22 21,1571792400,98.6,100.68,SSW,19,19,,60,3.8,11.2,,,24100,2.4,,1,,,12.8,11.2,5519
2019-10-22 22,1571796000,98.65,100.73,SSW,19,22,36,61,4.2,11.3,,,24100,2.3,,3,,,11.6,10.9,5128
2019-10-22 23,1571799600,98.67,100.75,SSW,20,22,34,61,4,11.2,,,24100,2.2,,3,,,11.9,11.1,4716
2019-10-23 00,1571803200,98.67,100.75,SSW,20,17,,68,4.3,10,,,24100,2.1,,3,,,11.1,9.9,4377
2019-10-23 01,1571806800,98.69,100.77,SSW,20,17,31,69,3.9,9.3,,,24100,1.9,,1,,,10.2,9.3,4181
2019-10-23 02,1571810400,98.71,100.79,S,17,22,31,72,4.1,8.9,,,24100,1.9,,1,,,9.5,8.5,4073
2019-10-23 03,1571814000,98.71,100.79,S,17,19,,70,3.9,9.1,,,24100,1.8,,1,,,9.1,7.8,4029
2019-10-23 04,1571817600,98.71,100.79,S,17,22,,72,3.7,8.4,,,24100,1.8,,3,,,9,8.3,4066
2019-10-23 05,1571821200,98.73,100.81,S,17,16,,79,3.8,7.2,,,24100,1.8,,4,,,8.3,6.9,4290
2019-10-23 06,1571824800,98.8,100.89,SSW,19,16,,79,3.4,6.8,,,24100,1.9,,0,,,7.4,6.8,4820
2019-10-23 07,1571828400,98.85,100.94,S,18,20,,72,3.2,7.8,,,24100,2.1,,0,,,8,6.9,5410
2019-10-23 08,1571832000,98.89,100.98,S,18,27,,76,3.4,7.5,,,24100,2.3,,2,,,7.8,7.1,5556
2019-10-23 09,1571835600,98.94,101.03,SSW,19,27,38,71,3.5,8.4,,,24100,2.3,,1,,,8.4,7.4,5603
2019-10-23 10,1571839200,98.98,101.07,SW,22,20,34,64,3.9,10.4,,,24100,2.2,,1,,,10.4,8.4,5631
2019-10-23 11,1571842800,99.03,101.12,WSW,23,31,41,52,2.2,11.6,,,24100,2.1,,1,,,11.8,10.4,5656
2019-10-23 12,1571846400,99.09,101.18,WSW,24,31,50,50,1.9,11.9,,,24100,2,,4,,,12.5,11.6,5685
2019-10-23 13,1571850000,99.14,101.24,WSW,25,29,47,48,1,11.5,,,24100,2,,7,,,13.2,11.5,5726
2019-10-23 14,1571853600,99.12,101.21,WSW,24,26,37,45,1.8,13.5,,,24100,2.1,,6,,,13.8,11.3,5658
2019-10-23 15,1571857200,99.16,101.25,WSW,25,26,45,42,1,13.7,,,24100,2.2,,7,,,13.9,12.6,5681
2019-10-23 16,1571860800,99.23,101.33,WSW,23,23,36,44,1,12.8,,,24100,2.3,,7,,,13.9,12.5,5699
2019-10-23 17,1571864400,99.29,101.39,SW,22,30,,43,0.8,13,,,24100,2.3,,6,,,13.5,12.3,5747
2019-10-23 18,1571868000,99.35,101.45,SSW,21,16,37,46,0.6,11.7,,,24100,2.4,,1,,,13,11.7,5910
2019-10-23 19,1571871600,99.43,101.54,S,18,20,,45,-0.6,10.7,,,24100,2.4,,1,,,11.7,10.6,5990
2019-10-23 20,1571875200,99.52,101.63,SSE,16,21,,45,-0.7,10.6,,,24100,2.5,,0,,,11.5,10.6,5880
2019-10-23 21,1571878800,99.57,101.68,S,17,21,,48,-0.3,10.1,,,24100,2.6,,0,,,10.6,10,5642
2019-10-23 22,1571882400,99.61,101.72,S,17,17,,56,1.2,9.4,,,24100,2.7,,0,,,10.2,9.4,5228
2019-10-23 23,1571886000,99.63,101.74,S,17,19,,60,2,9.3,,,24100,2.6,,0,,,9.6,9.1,4798
2019-10-24 00,1571889600,99.61,101.71,S,17,20,,66,3,9,,,24100,2.6,,0,,,9.3,8.9,4479
2019-10-24 01,1571893200,99.65,101.76,S,17,21,,69,3.7,8.9,,,24100,2.5,,6,,,9.2,8.6,4285
2019-10-24 02,1571896800,99.63,101.73,S,17,21,,66,3.7,9.8,,,24100,2.5,,7,,,9.9,9,4161
2019-10-24 03,1571900400,99.56,101.66,SSE,15,22,,68,4.6,10.3,,,24100,2.4,,7,,,10.4,9.7,4111
2019-10-24 04,1571904000,99.54,101.64,S,18,23,,65,5.3,11.6,,,24100,2.3,,8,,,11.6,10.4,4137
2019-10-24 05,1571907600,99.51,101.61,S,18,24,,64,5.2,11.7,,,24100,2.3,,6,,,11.9,11.1,4365
2019-10-24 06,1571911200,99.47,101.57,S,18,28,,62,5.2,12.3,,,24100,2.2,,5,,,12.4,11.7,4886
2019-10-24 07,1571914800,99.53,101.63,S,18,25,35,62,5.2,12.3,,,24100,2.2,,6,,,12.4,11.9,5507
2019-10-24 08,1571918400,99.58,101.68,S,18,23,,76,7,11,,,24100,2.3,,6,,,12.3,10.4,5674
2019-10-24 09,1571922000,99.68,101.79,SSW,20,15,,79,7.2,10.5,,,24100,2.4,,4,,,11.1,10.5,5704
2019-10-24 10,1571925600,99.76,101.86,WSW,24,16,32,67,7.4,13.2,,,24100,2.6,,7,,,13.2,10.4,5733
2019-10-24 11,1571929200,99.84,101.95,W,26,23,40,59,5.8,13.7,,,24100,2.4,,6,,,14.1,13.1,5817
2019-10-24 12,1571932800,99.97,102.08,WNW,28,25,36,55,4.5,13.4,,,24100,2.3,,7,,,14.4,12.7,5810
2019-10-24 13,1571936400,100.03,102.14,W,27,25,41,57,3.9,12.2,,,24100,2.3,,7,,,13.3,12.2,5795
2019-10-24 14,1571940000,100.04,102.15,W,26,21,37,59,4.2,12,,,24100,2.3,,6,,,13.1,11.8,5721
2019-10-24 15,1571943600,100.07,102.18,WNW,29,25,,53,3.3,12.7,,,24100,2.3,,8,,,13.9,12.3,5721
2019-10-24 16,1571947200,100.16,102.27,NW,31,17,,53,3.7,12.9,,,24100,2.3,,6,,,13.2,12.3,5693
2019-10-24 17,1571950800,100.21,102.32,W,28,19,,53,3.3,12.7,,,24100,2.3,,3,,,13.4,12.7,5764
2019-10-24 18,1571954400,100.3,102.41,WNW,30,21,,53,2,11.3,,,24100,2.3,,7,,,12.6,11.3,5964
2019-10-24 19,1571958000,100.36,102.48,WNW,30,17,,58,2.1,9.9,,,24100,2.2,,4,,,11.3,9.9,5980
2019-10-24 20,1571961600,100.39,102.51,NW,31,16,,65,2.3,8.4,,,24100,2.3,,6,,,10,8.4,5892
2019-10-24 21,1571965200,100.46,102.59,NW,32,16,,66,1.8,7.8,,,24100,2.3,,7,,,9,7.8,5640
2019-10-24 22,1571968800,100.53,102.65,NW,30,9,,68,1.5,7,,,24100,2.2,,7,,,8,7,5264
2019-10-24 23,1571972400,100.59,102.72,WNW,28,7,,68,1,6.3,,,24100,2.2,,2,,,7.4,6.3,4879
2019-10-25 00,1571976000,100.57,102.7,NW,32,8,,73,2,6.4,,,24100,2.3,,5,,,6.6,3.8,4534
2019-10-25 01,1571979600,100.6,102.73,NNW,32,8,,74,2.1,6.4,,,24100,2.3,,7,,,6.8,6.3,4345
2019-10-25 02,1571983200,100.57,102.7,NE,5,14,,77,2.5,6.2,,,24100,2.2,,7,,,7,6,4218
2019-10-25 03,1571986800,100.61,102.74,E,8,4,,76,2.6,6.4,,,24100,2.1,,7,,,6.8,6.2,4176
2019-10-25 04,1571990400,100.56,102.69,E,8,14,,77,2.5,6.2,,,24100,2,,7,,,6.4,6,4211
2019-10-25 05,1571994000,100.59,102.72,ENE,7,4,,75,2.5,6.6,,,24100,2,,7,,,6.7,6.1,4385
2019-10-25 06,1571997600,100.6,102.73,SSE,15,6,,79,3,6.4,,,24100,2.1,,8,,,6.9,6.4,4935
2019-10-25 07,1572001200,100.57,102.7,S,17,4,,79,3.2,6.7,,,24100,2.2,,7,,,6.9,6,5575
2019-10-25 08,1572004800,100.51,102.64,E,8,16,,75,3.1,7.3,,,24100,2.3,,8,,,7.4,6.6,5775
2019-10-25 09,1572008400,100.56,102.69,ENE,7,14,,69,2.6,7.8,,,24100,2.4,,8,,,7.8,7,5844
2019-10-25 10,1572012000,100.53,102.66,ENE,6,15,,75,4.4,8.5,,,24100,2.6,,8,,,8.5,7.8,5869
2019-10-25 11,1572015600,100.49,102.62,E,7,13,,70,3.8,9,,,24100,2.7,,7,,,9.1,8.3,5854
2019-10-25 12,1572019200,100.44,102.57,ESE,12,7,,67,4,10,,,24100,2.5,,7,,,10.3,9.1,5803
2019-10-25 13,1572022800,100.38,102.51,S,18,13,,62,3.8,10.8,,,24100,2.2,,7,,,10.9,10.1,5783
2019-10-25 14,1572026400,100.3,102.42,S,18,10,,59,4,11.7,,,24100,2.1,,7,,,11.7,10.6,5738
2019-10-25 15,1572030000,100.28,102.41,SSE,15,21,,70,5.3,10.5,,,24100,2.1,,8,,,11.5,10.5,5766
2019-10-25 16,1572033600,100.22,102.35,SSE,15,20,31,75,5.7,9.9,,,24100,2.1,,8,,,10.6,9.7,5774
2019-10-25 17,1572037200,100.17,102.3,SSE,14,18,32,76,5.7,9.6,,,24100,2,,8,,,9.9,9.6,5851
2019-10-25 18,1572040800,100.19,102.32,SSE,15,12,,76,5.6,9.7,,,24100,1.9,,8,,,9.7,9.5,5944
2019-10-25 19,1572044400,100.2,102.33,SSE,16,22,,77,6,9.8,,,24100,1.9,,7,,,9.8,9.6,5901
2019-10-25 20,1572048000,100.18,102.3,SSE,16,23,,77,6,9.7,,,24100,2,,7,,,9.8,9.7,5762
2019-10-25 21,1572051600,100.17,102.29,S,17,18,,78,6,9.6,,,24100,2,,7,,,9.7,9.4,5505
2019-10-25 22,1572055200,100.18,102.3,SSW,20,14,,82,6,9,,,24100,2.1,,7,,,9.7,9,5177
2019-10-25 23,1572058800,100.24,102.36,WNW,28,15,,77,4.9,8.7,,,24100,2.2,,8,,,9,7.2,4737
2019-10-26 00,1572062400,100.26,102.39,NW,31,24,,71,2,6.8,,,24100,2.2,,4,,,8.9,6.8,4400
2019-10-26 01,1572066000,100.25,102.38,NNW,33,7,,77,1.2,4.9,,,24100,2.1,,1,,,6.8,4.9,4217
2019-10-26 02,1572069600,100.25,102.38,N,35,8,,79,0.8,4.1,,,24100,2,,0,,,4.8,4.1,4108
2019-10-26 03,1572073200,100.21,102.34,NW,32,14,,82,0.7,3.5,,,24100,2,,0,,,4.1,3.5,4057
2019-10-26 04,1572076800,100.29,102.43,NW,32,7,,84,0.2,2.7,,,24100,2,,0,,,3.4,2.3,4062
2019-10-26 05,1572080400,100.34,102.48,S,18,5,,87,-0.4,1.5,,,24100,2.1,,0,,,2.7,1.5,4148
2019-10-26 06,1572084000,100.38,102.52,,36,2,,78,-0.3,3.2,,,24100,2.2,,2,,,3.2,1.5,4360
2019-10-26 07,1572087600,100.39,102.53,ENE,7,13,,80,-0.8,2.2,,,24100,2.2,,2,,,3.1,1.6,4617
2019-10-26 08,1572091200,100.36,102.5,ENE,6,18,,85,-0.9,1.4,,,24100,2.3,,4,,,2.1,1.2,4856
2019-10-26 09,1572094800,100.4,102.54,ENE,7,20,,79,0,3.3,,,24100,2.4,,6,,,3.3,1.5,5058
2019-10-26 10,1572098400,100.4,102.53,ENE,7,17,,68,1.2,6.6,,,24100,2.5,,7,,,6.7,3.3,5163
2019-10-26 11,1572102000,100.34,102.47,E,8,25,,62,2,8.8,,,24100,2.4,,6,,,8.8,6.8,5199
2019-10-26 12,1572105600,100.26,102.39,ESE,10,20,36,53,0.8,9.9,,,24100,2.2,,6,,,10.2,8.9,5221
2019-10-26 13,1572109200,100.22,102.35,ESE,11,21,30,56,1.4,9.7,,,24100,2,,6,,,10.2,9,5178
2019-10-26 14,1572112800,100.19,102.32,ESE,10,21,34,68,3.5,9,,,24100,1.9,,6,,,9.7,8.5,5110
2019-10-26 15,1572116400,100.06,102.19,ESE,10,21,38,66,3.6,9.5,,,24100,1.9,,7,,,9.5,8.9,5103
2019-10-26 16,1572120000,99.96,102.09,E,8,25,39,71,4.4,9.4,,,24100,2,,7,,,9.7,9.2,5155
2019-10-26 17,1572123600,99.89,102.02,E,9,21,39,75,4.8,9.1,,,24100,2,,8,,,9.3,8.9,5241
2019-10-26 18,1572127200,99.87,102,E,8,23,38,80,5.2,8.6,,,24100,2,,8,,,9.1,8.5,5399
2019-10-26 19,1572130800,99.78,101.91,E,8,31,42,81,5.8,8.8,,,24100,2.1,,8,,,8.8,8.5,5381
2019-10-26 20,1572134400,99.73,101.86,E,8,27,38,89,7.2,8.9,,,24100,2.1,,8,,,9,8.8,5249
2019-10-26 21,1572138000,99.55,101.67,E,8,31,47,94,8.1,9.1,,,24100,2,,8,,,9.1,8.9,5068
2019-10-26 22,1572141600,99.44,101.55,E,9,27,44,93,8.6,9.8,,,24100,2,,8,,,9.8,9,4810
2019-10-26 23,1572145200,99.32,101.42,ESE,10,20,38,95,9.4,10.2,,,19300,2,,8,,,10.2,9.8,4507
2019-10-27 00,1572148800,99.13,101.23,ESE,10,24,43,96,9.5,10.1,,,16100,1.9,,8,,,10.2,10.1,4274
2019-10-27 01,1572152400,98.95,101.04,E,9,28,41,97,9.7,10.2,,,9700,1.9,,8,,,10.2,10.1,4133
2019-10-27 02,1572156000,98.82,100.91,E,8,33,,98,9.9,10.3,,,8100,1.9,,8,,,10.3,10.2,3986
2019-10-27 03,1572159600,98.63,100.72,E,8,33,48,98,10.2,10.5,,,6400,1.9,,8,,,10.5,10.3,3937
2019-10-27 04,1572163200,98.52,100.6,E,9,21,42,98,10.4,10.7,,,6400,1.9,,8,,,10.7,10.5,3902
2019-10-27 05,1572166800,98.39,100.47,E,9,22,35,98,11.1,11.3,,,8100,1.8,,8,,,11.3,10.7,3926
2019-10-27 06,1572170400,98.21,100.29,E,10,25,45,98,11.2,11.5,,,9700,1.8,,8,,,11.5,11.2,4021
2019-10-27 07,1572174000,98.11,100.19,E,9,18,38,99,11.3,11.5,,,9700,1.8,,8,,,11.6,11.4,4173
2019-10-27 08,1572177600,97.99,100.06,E,9,29,49,99,11.4,11.6,,,9700,1.9,,8,,,11.6,11.5,4438
2019-10-27 09,1572181200,97.94,100.01,SSE,16,26,52,99,11.9,12.1,,,6400,1.9,,8,,,12.1,11.6,4749
2019-10-27 10,1572184800,97.96,100.03,SSW,19,30,46,98,12.9,13.2,,,19300,2,,8,,,13.2,12.1,5003
2019-10-27 11,1572188400,98.05,100.12,SW,22,32,58,85,10,12.6,,,24100,1.8,,8,,,13.3,12.5,5144
2019-10-27 12,1572192000,98.15,100.22,SSW,20,27,43,81,9,12.1,,,24100,1.6,,8,,,12.6,11.9,5262
2019-10-27 13,1572195600,98.22,100.29,SW,22,22,40,81,9.3,12.4,,,24100,1.4,,8,,,12.4,12,5232
2019-10-27 14,1572199200,98.28,100.35,SW,23,27,39,82,9.9,12.9,,,24100,1.2,,8,,,13.2,12.4,5200
2019-10-27 15,1572202800,98.36,100.44,SW,22,24,,85,10.3,12.8,,,24100,1.2,,8,,,13.3,12.6,5213
2019-10-27 16,1572206400,98.48,100.56,WSW,24,30,40,84,10.3,12.8,,,24100,1.2,,8,,,12.9,12.8,5278
2019-10-27 17,1572210000,98.64,100.72,W,27,27,41,84,10.2,12.8,,,24100,1.2,,8,,,12.9,12.6,5448
2019-10-27 18,1572213600,98.83,100.91,W,28,22,36,82,9,12,,,24100,1.4,,7,,,12.8,12,5573
2019-10-27 19,1572217200,99.03,101.12,WNW,28,23,,79,7.8,11.3,,,24100,1.5,,8,,,11.9,11.3,5512
2019-10-27 20,1572220800,99.13,101.22,W,27,15,32,80,8,11.3,,,24100,1.7,,7,,,11.4,11.2,5364
2019-10-27 21,1572224400,99.23,101.32,W,27,13,,79,7.9,11.3,,,24100,1.8,,8,,,11.4,11.2,5157
2019-10-27 22,1572228000,99.35,101.44,WNW,29,21,34,78,8,11.7,,,24100,1.9,,7,,,11.7,11.2,4889
2019-10-27 23,1572231600,99.42,101.52,W,27,14,,85,7.7,10.2,,,24100,2,,1,,,11.9,10.2,4539
2019-10-28 00,1572235200,99.44,101.54,S,18,14,,89,8.1,9.8,,,24100,2.1,,0,,,10.2,7.7,4271
2019-10-28 01,1572238800,99.49,101.59,S,18,13,,94,7.9,8.7,,,24100,2.1,,0,,,9.8,7.1,4124
2019-10-28 02,1572242400,99.54,101.64,S,17,14,,94,7.4,8.3,,,24100,2,,0,,,9.2,8.2,4001
2019-10-28 03,1572246000,99.6,101.7,SSE,15,15,,95,7.7,8.5,,,24100,2,,1,,,8.8,8.2,4013
2019-10-28 04,1572249600,99.64,101.75,E,8,15,,98,7.5,7.8,,,24100,1.9,,1,,,8.6,7.1,4074
2019-10-28 05,1572253200,99.66,101.77,SSE,16,16,,97,6.9,7.3,,,24100,1.8,,1,,,8,6.8,4289
2019-10-28 06,1572256800,99.72,101.83,S,17,12,,97,5.7,6.1,,,24100,1.8,,0,,,7.9,5.7,4827
2019-10-28 07,1572260400,99.78,101.9,S,18,12,,98,4.9,5.2,,,9700,1.9,,0,,,7.1,5.2,5465
2019-10-28 08,1572264000,99.84,101.96,,36,3,,98,4.8,5.1,,,9700,2.1,,0,,,6.5,4.6,5608
2019-10-28 09,1572267600,99.86,101.98,S,17,12,,96,6.5,7,,,16100,2.4,,0,,,7,5.1,5634
2019-10-28 10,1572271200,99.86,101.97,S,18,11,,76,6,10.1,,,24100,2.6,,0,,,10.1,7.1,5691
2019-10-28 11,1572274800,99.9,102.01,S,18,16,,59,4.5,12.3,,,24100,2.8,,0,,,12.3,10.1,5740
2019-10-28 12,1572278400,99.88,101.98,S,18,19,31,47,3.1,14.3,,,24100,3,,0,,,14.3,12.3,5726
2019-10-28 13,1572282000,99.85,101.96,SE,14,14,30,61,7,14.4,,,24100,3,,0,,,14.8,14.1,5721
2019-10-28 14,1572285600,99.8,101.9,SE,14,15,32,54,6.4,15.6,,,24100,2.9,,0,,,15.7,14.1,5700
2019-10-28 15,1572289200,99.78,101.88,SSE,15,28,38,59,7.9,15.9,,,24100,2.7,,0,,,16.2,15.2,5726
2019-10-28 16,1572292800,99.78,101.88,SSE,14,18,37,60,8.2,15.8,,,24100,2.7,,0,,,16.1,15.5,5773
2019-10-28 17,1572296400,99.76,101.87,SE,14,16,30,67,8.4,14.4,,,24100,2.8,,0,,,15.7,14.2,5844
2019-10-28 18,1572300000,99.79,101.9,SE,14,13,,75,8.7,13,,,24100,2.8,,0,,,14.3,13,6007
2019-10-28 19,1572303600,99.84,101.96,SE,14,11,,81,8.8,11.9,,,24100,2.9,,0,,,13,11.8,6051
2019-10-28 20,1572307200,99.85,101.97,ESE,12,10,,89,9.2,11,,,24100,2.9,,0,,,11.9,11,5894
2019-10-28 21,1572310800,99.84,101.96,E,9,5,,91,9.2,10.5,,,24100,2.9,,0,,,11.1,10.5,5634
2019-10-28 22,1572314400,99.83,101.94,E,8,20,,92,8.5,9.7,,,24100,2.9,,0,,,10.4,9.6,5233
2019-10-28 23,1572318000,99.83,101.94,E,8,18,,95,8.5,9.3,,,24100,3,,0,,,9.8,9.2,4800
2019-10-29 00,1572321600,99.79,101.89,E,8,17,,97,8.4,8.9,,,24100,3.1,,0,,,9.4,8.5,4483
2019-10-29 01,1572325200,99.75,101.85,ENE,7,15,,98,8.4,8.7,,,19300,3.1,,0,,,9.1,8.2,4255
2019-10-29 02,1572328800,99.73,101.84,NNE,3,4,,98,6.2,6.5,,,19300,3.1,,0,,,9,6.5,4161
